,href,title,description,location,tags,upd,comm,supp,rewards_num,money,rate,days,status
102,https://www.crowdfunder.co.uk/get-help-yourself-to-the-edinburgh-fringe,"Get ""Help Yourself"" to the Edinburgh Fringe!","We need help to fund a Fringe run for ""Help Yourself"" - a brand new show by Glasgow-based theatre makers Jess Brodie & Victoria Bianchi!","Edinburgh, United Kingdom","['Creative & Arts', 'Film and Theatre']",3,52,115,8,6313,null,32,funding
103,https://www.crowdfunder.co.uk/income-crisis-and-well-being-support-programme-1,Income Crisis and Well-Being Support Programme,We are seeking for additional funding to enable a continuation of our Income Crisis and Well-Being Support Programme for 12 more months.,"London, England, United Kingdom","['Community', 'Charities']",1,8,30,0,null,null,null,funding
104,https://www.crowdfunder.co.uk/connecting-with-our-coast,Connecting with our Coast,"Activities and resources that lead to positive change for our marine wildlife and habitats, and the people who live alongside them","North Berwick, Scotland, United Kingdom","['Community', 'Environment']",0,16,52,0,7500,0.84,null,funding
105,https://www.crowdfunder.co.uk/gwersyllt-park-cricket-club-inclusive-facilities,Gwersyllt Park Cricket Club Inclusive Facilities,"Transforming one of the oldest Cricket Clubs in North Wales into a modern, accessible and inclusive sports hub for the local community.","Wrexham, Wrexham Principal Area, United Kingdom","['Community', 'Sports']",0,18,48,8,10000,0.61,null,funding
106,https://www.crowdfunder.co.uk/wellbeing-hub---bridging-communities-together,Wellbeing Hub - Bridging Communities together,"We aim to deliver community cooking sessions to support individuals and families who are experiencing, or at risk of hardship.","Milton Keynes, United Kingdom","['Community', 'Food and Drink']",0,13,18,0,null,null,null,funding
107,https://www.crowdfunder.co.uk/how-to-blow-a-childs-mind,Fight for Children's Writes!,"We need to raise £30,000 to continue to deliver our FREE creative writing workshops to children.","Bridport, Dorset, United Kingdom","['Community', 'Creative & Arts']",2,18,54,8,30000,0.2,null,funding
108,https://www.crowdfunder.co.uk/support-strong-island-clothing-co,Support Strong Island Clothing Co,We need your support to take Strong Island to the next level by setting up a professional in-house studio to print our own products.,"Southsea, Portsmouth, United Kingdom",['Retail'],1,72,137,10,15000,0.44,null,funding
109,https://www.crowdfunder.co.uk/hike-against-hunger,Hike Against Hunger,"In the UK last year, unbelievably over 1 in 10 households used Food banks. A third of these people are children.",null,['Charities'],0,2,68,0,127264,0.05,null,funding
110,https://www.crowdfunder.co.uk/stump-up-for-trees,Woodland Creation - sharing the good news,Help us share the good news about the multiple benefits of woodland creation being planted by landowners and communities in South Wales,"Abergavenny, Wales, United Kingdom",['Environment'],0,23,45,2,7500,2.09,null,funding
111,https://www.crowdfunder.co.uk/locker-rewards,Locker Rewards,"Love swimming at Faversham Pools? Then, you are going to LOVE these rewards!","Faversham, Kent, United Kingdom",['Sports'],4,7,55,16,10000,1.66,null,funding
112,https://www.crowdfunder.co.uk/help-us-open-leavened-bakery-shop-in-old-town,Help us open Leavened bakery shop in Old Town,We are opening a little bakery shop in Stevenage Old Town and need your help setting it up!,"Stevenage, Hertfordshire, United Kingdom",['Food and Drink'],1,76,118,11,10000,0.59,null,funding
113,https://www.crowdfunder.co.uk/sanatan-community-service,Sanatan Community Service,Sanatan Community Service is a CIC whose aims are to prevent Food Wastage and address Food Poverty.,"Nottingham, United Kingdom","['Food and Drink', 'Community']",0,9,34,0,10000,0.57,null,funding
114,https://www.crowdfunder.co.uk/i-c-food-thursday,I C Food Project: Cost of living crisis support,To provide free food parcels for the homeless and disadvantage people in Birmingham.,"Birmingham, West Midlands, United Kingdom","['Food and Drink', 'Community']",0,7,25,0,null,null,null,funding
115,https://www.crowdfunder.co.uk/dec-turkey-syria-earthquake-appeal-nectar,DEC Turkey-Syria Earthquake Appeal,Devastating earthquakes have hit Turkey and Syria killing thousands of people and reducing buildings to rubble. People need help now.,null,['Charities'],0,16,135,0,null,null,null,funding
116,https://www.crowdfunder.co.uk/ground-and-facilities-improvement-for-bcfc,Ground and facilities improvement for BCFC,"To improve the facilities at BCFC, extending the changing rooms to add showers and toilets, so that we can compete at a better standard.","Barnard Castle, County Durham, United Kingdom","['Community', 'Sports']",2,16,57,12,5556,null,60,funding
117,https://www.crowdfunder.co.uk/fighting-for-socialism-help-counterfire-grow,Fighting For Socialism - Help Counterfire Grow,"Counterfire is growing. Help us build socialist organisation across the UK by funding more organisers, more publications, and more events.","London, Greater London, United Kingdom",['Politics'],0,16,51,3,15000,0.39,null,funding
118,https://www.crowdfunder.co.uk/project-bufc-grandstand,Project New BUFC Grandstand,"To meet National League criteria of providing a minimum of 500 seats and making the club future-ready, we need to fundraise for a new stand.","Banbury, Oxfordshire, United Kingdom","['Community', 'Sports']",0,8,18,0,10000,0.55,null,funding
119,https://www.crowdfunder.co.uk/theoldgypsysoul,The Old Gypsy Soul - Spiritual Wellbeing Products,To launch my business of handmade crystal infused wellbeing products. Which allows me to set up & fund a charity in my brother's memory,"Portland, England, United Kingdom","['Food and Drink', 'Social Enterprise']",4,49,59,12,5438,null,35,funding
120,https://www.crowdfunder.co.uk/dmftp,Three Peaks Challenge,"We're doing the Three Peaks Challenge (Ben Nevis, Scafell Pike & Snowdon) for Macmillan Cancer Support and the Dr. Martens Foundation","Sidcup, England, United Kingdom",['Personal Causes'],0,91,120,0,10000,0.55,null,funding
121,https://www.crowdfunder.co.uk/glasgow-jazz-festival,Glasgow Jazz Festival's Late Night Jam Sessions,Our legendary Late Night Jam Sessions provide a creative space & vital income for local musicians. Donations will allow entry to remain free,"Glasgow, Glasgow City, United Kingdom","['Creative & Arts', 'Music']",1,22,85,11,null,null,null,funding
122,https://www.crowdfunder.co.uk/cpd-caerwys-fc-a-club-without-barriers,CPD Caerwys FC a Football Club without Barriers,"To meet the criteria for level 4 football, we must erect barriers around some sections of the ground by the end of this season","Mold, Flintshire, United Kingdom","['Community', 'Sports']",5,19,64,10,9000,1.08,null,funding
123,https://www.crowdfunder.co.uk/pennyfieldgarden,Penny Field Memorial Garden,Penny Field Memorial Garden is being built to remember the children that have passed whilst attending Penny Field School,"Leeds, West Yorkshire, United Kingdom","['Community', 'Schools']",0,82,142,6,6500,1.07,null,funding
124,https://www.crowdfunder.co.uk/support-croydon-disadavanta-your-donation-tripled,Save Our Planet and Reduce Social Isolation.,"Promoting healthy, thriving communities by preventing, preparing for and protecting against the impacts of climate change.","London, England, United Kingdom","['Food and Drink', 'Community']",0,0,9,2,15000,0.35,null,funding
125,https://www.crowdfunder.co.uk/naturally-useful-outdoor-classroom,Naturally Useful Outdoor Classroom,"Help us to fund the creation of an outdoor classroom. It will be used by; students, volunteers and our future health and wellbeing project.","Forres, Moray, United Kingdom","['Creative & Arts', 'Community']",0,9,37,16,null,null,null,funding
126,https://www.crowdfunder.co.uk/save-nutley-windmill,Save Nutley Windmill,"Raising money to support the repair,  restoration and continuous upkeep  of  Nutley Windmill.","Uckfield, East Sussex, United Kingdom","['Charities', 'Heritage']",0,20,68,5,10000,0.53,null,funding
127,https://www.crowdfunder.co.uk/stampalofi,Stampalofi,To start an open printmaker's workshop in Leith that welcomes both artists and non artists to try printmaking and other arts activities,"Edinburgh, United Kingdom",['Creative & Arts'],2,20,53,10,null,null,null,funding
128,https://www.crowdfunder.co.uk/support-ukraine-workers,Support Ukrainian workers at the front!,"We are going to buy a 4x4 pickup truck. for Ukraine's 80th Brigade, made up of miners, teachers and others from the KVPU union federation.","London, Greater London, United Kingdom",['Politics'],0,45,91,0,7000,5.27,null,funding
129,https://www.crowdfunder.co.uk/build-a-library-mw,Build a library in Malawi,No child can be seen reading; books are a rarity.  Help us change that and build Mzimba's first library!,"Mzimba, Malawi","['Community', 'Schools']",2,28,56,1,6000,0.9,null,funding
130,https://www.crowdfunder.co.uk/retreat-to-renew,RETREAT TO RENEW,Bohobo Aromatherapies is looking to expand their business by creating workshops and retreats for holistic wellbeing and creativity.,"Frome, , United Kingdom",['Creative & Arts'],1,80,117,11,15291,null,28,funding
131,https://www.crowdfunder.co.uk/cinema-for-kirkcaldy,Cinema For Kirkcaldy,Since November 2000 the town of Kirkcaldy has had no cinema so now we have a venue and want to bring the screen back for all ages.,"Kirkcaldy, Fife, United Kingdom","['Film and Theatre', 'Creative & Arts']",0,45,93,1,5000,1.1,null,funding
132,https://www.crowdfunder.co.uk/exchange-rate-film,Exchange Rate - Short Film,We are raising funds to produce Exchange Rate - a short film about love and sacrifice in the face of crisis.,"Devon, United Kingdom",['Film and Theatre'],3,42,71,6,5225,null,28,funding
133,https://www.crowdfunder.co.uk/valentines-kick-off-at-rainey,Valentines Kick Off at Rainey,"With your support Rainey Valentines want to promote rugby, to increase membership and improve opportunities for new ladies to get involved.","Magherafelt, Mid Ulster, United Kingdom","['Community', 'Sports']",0,23,62,1,5260,null,69,funding
134,https://www.crowdfunder.co.uk/wheel-chair-for-alfie,OMEO Wheel chair for Alfie,To raise as much money to pay for the amazing Omeo wheelchair.,"Gillingham, England, United Kingdom",['Personal Causes'],0,29,70,0,7000,1.04,null,funding
135,https://www.crowdfunder.co.uk/down-to-earth-derby,45 mile sponsored walk for Derby nature programs,"We are raising funds to support community projects we want to run, mainly on our future city centre garden/ event space.","Derby, England, United Kingdom","['Community', 'Environment']",1,30,47,0,10000,1.72,null,funding
136,https://www.crowdfunder.co.uk/alloway-tunnel,Transforming the Alloway Tunnel,A community project to transform the dilapidated Alloway Railway Tunnel by creating a huge mural to make a beautiful and safe space,"Ayr, South Ayrshire Council, United Kingdom",['Creative & Arts'],1,32,66,4,null,null,null,funding
137,https://www.crowdfunder.co.uk/helpekp,Help East Kilbride Pirates replace stolen jerseys,We need to replace stolen jerseys for our American football team,"Hamilton, South Lanarkshire, United Kingdom","['Community', 'Sports']",2,28,88,3,6500,1.01,null,funding
138,https://www.crowdfunder.co.uk/st-mary-magdalene-church-warm-space,St Mary Magdalene Church Warm Space,We are running a warm space to support members of our community during the Cost of Living Crisis.,"Great Yarmouth, Norfolk, United Kingdom",['Community'],0,7,31,0,null,null,null,funding
139,https://www.crowdfunder.co.uk/edwards-shaw-funeral,Edwards shaw funeral,Edward shaw at only age 16yrs old passed away suddenly at home. No parent should lose a child let alone struggle to fund there funeral,"Kendal, England, United Kingdom",['Personal Causes'],1,113,302,0,5000,1.05,null,funding
140,https://www.crowdfunder.co.uk/remember-when-singing-for-dementia-alzheimers,"Remember When, Singing for Dementia / Alzheimer’s",Dementia affects so many people and their families. Singing and music heals. We want people to take time out with us to Remember when...,"Edinburgh, United Kingdom","['Creative & Arts', 'Music']",3,41,113,1,null,null,null,funding
141,https://www.crowdfunder.co.uk/scsj,Crisis support for our most vulnerable families,"With over half of our families on free school meals, the hardship they experience is so acute that many struggle to heat their homes or eat","London, England, United Kingdom","['Community', 'Schools']",0,1,2,0,30000,0.16,null,funding
142,https://www.crowdfunder.co.uk/creating-unique-opportunities,Bristol 2023 - Creating Unique Opportunities,"Removing Barriers to immerse & enable the disadvantaged to be part of  innovative, meaningful & purposeful projects and empowering others","Bristol, England, United Kingdom","['Community', 'Environment']",0,12,26,3,20000,0.25,null,funding
